node,PC,AC,MPS3,MPS4,w
0,0.8148148148148149,0.6,0.033112582781456956,0.0,0.5125484424822173
1,0.7160493827160495,0.6,0.019867549668874173,0.0,0.47039326302019463
2,0.74,0.6666666666666666,0.006622516556291391,0.0,0.49732450331125827
3,0.8284023668639053,0.8666666666666667,0.06622516556291391,0.0,0.6046059798581449
4,0.76,0.6666666666666666,0.033112582781456956,0.0,0.5106225165562914
5,0.8469387755102041,0.9333333333333333,0.052980132450331126,0.0,0.6293715366941479
6,0.8264462809917356,0.7333333333333333,0.019867549668874173,0.0,0.5545520223304691
7,0.7933884297520661,0.7333333333333333,0.026490066225165563,0.0,0.5426533851458595
8,0.8148148148148149,0.6,0.039735099337748346,0.0,0.5138729457934755
9,0.7218934911242603,0.8666666666666667,0.026490066225165563,0.0,0.5540554096947372
10,0.7272727272727273,0.7333333333333333,0.039735099337748346,0.3333333333333333,0.552189444109974
11,0.6875,0.5333333333333333,0.026490066225165563,0.0,0.44029801324503315
12,0.5800000000000001,0.6666666666666666,0.033112582781456956,0.0,0.4386225165562914
13,0.6938775510204083,0.4666666666666667,0.019867549668874173,0.0,0.4215245303419381
14,0.8148148148148149,0.6,0.033112582781456956,0.0,0.5125484424822173
15,0.84,0.6666666666666666,0.033112582781456956,0.0,0.5426225165562915
16,0.8264462809917356,0.7333333333333333,0.039735099337748346,0.3333333333333333,0.5918588655975772
17,0.49382716049382713,0.6,0.039735099337748346,0.0,0.3854778840650805
18,0.8264462809917356,0.7333333333333333,0.019867549668874173,0.0,0.5545520223304691
19,0.8148148148148149,0.6,0.019867549668874173,0.0,0.5098994358597008
20,0.72,0.6666666666666666,0.019867549668874173,0.0,0.4919735099337748
21,0.8444444444444444,1.0,0.09933774834437085,0.3333333333333333,0.6909786607799853
22,0.7901234567901234,0.6,0.026490066225165563,0.0,0.5013473959610825
23,0.72,0.3333333333333333,0.0,0.0,0.38799999999999996
24,0.7654320987654322,0.6,0.039735099337748346,0.0,0.49411985937372255
25,0.4800000000000001,0.6666666666666666,0.013245033112582781,0.0,0.39464900662251656
26,0.7755102040816326,0.4666666666666667,0.013245033112582781,0.0,0.45285308825516957
27,0.7654320987654322,0.6,0.019867549668874173,0.0,0.4901463494399477
28,0.8395061728395061,0.6,0.026490066225165563,0.0,0.5211004823808356
29,0.6938775510204083,0.4666666666666667,0.0,0.0,0.4175510204081633
30,0.7928994082840236,0.8666666666666667,0.033112582781456956,0.0,0.5837822798699008
31,0.859504132231405,0.7333333333333333,0.026490066225165563,0.0,0.5690996661375951
32,0.74,0.6666666666666666,0.033112582781456956,0.0,0.5026225165562914
33,0.8148148148148149,0.6,0.026490066225165563,0.0,0.511223939170959
34,0.82,0.6666666666666666,0.006622516556291391,0.0,0.5293245033112584
35,0.8148148148148149,0.6,0.019867549668874173,0.0,0.5098994358597008
36,0.75,0.5333333333333333,0.019867549668874173,0.0,0.4639735099337749
37,0.78125,0.5333333333333333,0.0,0.0,0.47250000000000003
38,0.6938775510204083,0.4666666666666667,0.026490066225165563,0.0,0.42284903365319637
39,0.6111111111111112,0.4,0.013245033112582781,0.0,0.367093451066961
40,0.7272727272727273,0.7333333333333333,0.033112582781456956,0.0,0.5175316074653824
41,0.6122448979591837,0.4666666666666667,0.013245033112582781,0.0,0.38754696580619
42,0.8571428571428572,0.9333333333333333,0.059602649006622516,0.6666666666666666,0.7014443393251341
43,0.5800000000000001,0.6666666666666666,0.046357615894039736,0.3333333333333333,0.47460485651214135
44,0.78,0.6666666666666666,0.052980132450331126,0.0,0.5225960264900662
45,0.7466666666666666,1.0,0.08609271523178808,0.3333333333333333,0.6492185430463576
46,0.6938775510204083,0.4666666666666667,0.006622516556291391,0.0,0.41887552371942155
47,0.86,0.6666666666666666,0.033112582781456956,0.0,0.5506225165562915
48,0.6938775510204083,0.4666666666666667,0.013245033112582781,0.0,0.4202000270306798
49,0.78,0.6666666666666666,0.019867549668874173,0.0,0.5159735099337749
50,0.7361111111111112,0.8,0.039735099337748346,0.0,0.5423914643119941
51,0.7916666666666667,0.8,0.06622516556291391,0.3333333333333333,0.6032450331125827
52,0.82,0.6666666666666666,0.026490066225165563,0.0,0.5332980132450331
53,0.75,0.5333333333333333,0.013245033112582781,0.0,0.4626490066225166
54,0.8444444444444444,1.0,0.052980132450331126,0.0,0.648373804267844
